"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"155","long_ldg","AVA9724","2018-10-22","15:13:12","UTC","","BOG","CUC","-72.5092468261719","7.92337417602539",""
"156","long_ldg","AVA8505","2018-10-28","05:16:46","UTC","","BOG","PEI","-75.7328796386719","4.81475830078125",""
"157","long_ldg","AVA9428","2018-10-12","02:04:16","UTC","","BOG","CUC","-72.5116577148438","7.92732238769531",""
"158","long_ldg","ISV728","2018-10-05","16:57:48","UTC","","SAP","RTB","-86.5182037353516","16.3191146850586",""
"159","long_ldg","AVA8584","2018-10-18","14:12:21","UTC","","PSO","BOG","-74.1340255737305","4.6995735168457",""
"160","long_ldg","AVA9472","2018-10-10","21:15:42","UTC","","BOG","BGA","-73.1880035400391","7.13476181030273",""
"161","long_ldg","TAI583","2018-10-13","00:44:39","UTC","","IAD","SAL","-89.0677032470703","13.4366226196289",""
"162","long_ldg","AVA026","2018-10-23","05:41:45","UTC","","BOG","MAD","-3.57045245170593","40.4795341491699",""
"163","long_ldg","AVA9428","2018-10-03","02:01:34","UTC","","BOG","CUC","-72.5114822387695","7.92697906494141",""
"164","long_ldg","AVA9470","2018-10-29","04:13:43","UTC","","BOG","BGA","-73.1869659423828","7.13201522827148",""
"165","long_ldg","AVA9458","2018-10-29","01:30:03","UTC","","BOG","CUC","-72.5111389160156","7.92646408081055",""
"166","long_ldg","AVA9322","2018-10-11","11:33:45","UTC","","BOG","MDE","-75.4232025146484","6.17414474487305",""
"167","long_ldg","AVA9866","2018-10-18","08:22:03","UTC","","BOG","LET","-69.9446258544922","-4.19815063476562",""
"168","long_ldg","AVA9318","2018-10-23","22:44:03","UTC","","BOG","MDE","-75.4232025146484","6.16933822631836",""
"169","long_ldg","AVA9452","2018-10-14","00:10:28","UTC","","BOG","CUC","-72.5109710693359","7.92612075805664",""
"170","long_ldg","AVA9850","2018-10-05","08:10:19","UTC","","BOG","ADZ","-81.7061767578125","12.586555480957",""
"171","long_ldg","LRC9971","2018-10-20","04:15:37","UTC","","SAL","MDE","-75.4232025146484","6.16762161254883",""
"172","long_ldg","AVA9284","2018-10-09","01:54:13","UTC","","IBE","BOG","-74.1518096923828","4.69756126403809",""
"173","long_ldg","AVA8407","2018-10-28","13:38:34","UTC","","BOG","PEI","-75.7318496704102","4.81510162353516",""
"174","long_ldg","AVA9724","2018-10-01","15:26:48","UTC","","BOG","CUC","-72.5116577148438","7.92715072631836",""
"175","long_ldg","AVA9308","2018-10-10","19:18:02","UTC","","BOG","MDE","-75.4232025146484","6.17448806762695",""
"176","long_ldg","TAO7060","2018-10-03","10:14:32","UTC","","MEX","TLC","-99.565544128418","19.3360290527344",""
"177","long_ldg","AVA9264","2018-10-13","11:59:04","UTC","","BOG","EYP","-72.3805847167969","5.3226170539856",""
"178","long_ldg","AVA121","2018-10-13","09:06:09","UTC","","LHR","BOG","-74.1339797973633","4.69969797134399",""
"179","long_ldg","LRC618","2018-10-20","03:45:00","UTC","","GUA","SJO","-84.2014465332031","9.99652862548828",""
"180","long_ldg","TPU813","2018-10-18","19:43:35","UTC","","CUZ","JUL","-70.1741409301758","-15.4606819152832",""
"181","long_ldg","AVA9411","2018-10-18","02:47:25","UTC","","CLO","BOG","-74.1508483886719","4.69717025756836",""
"182","long_ldg","TAI430","2018-10-29","16:42:51","UTC","","SAL","MEX","-99.0630340576172","19.4399642944336",""
"183","long_ldg","AVA8511","2018-10-22","15:09:05","UTC","","BOG","PEI","-75.7328796386719","4.81475830078125",""
"184","long_ldg","AVA9522","2018-10-08","14:14:48","UTC","","BOG","BAQ","-74.7780990600586","10.8927726745605",""
"185","long_ldg","AVA9858","2018-10-03","07:53:04","UTC","","BGA","ADZ","-81.7054901123047","12.5868988037109",""
"186","long_ldg","AVA9450","2018-10-06","12:28:30","UTC","","BOG","CUC","-72.5116577148438","7.92732238769531",""
"187","long_ldg","GLG1656","2018-10-22","13:14:14","UTC","","UIO","OCC","-76.9853210449219","-0.466403961181641",""
"188","long_ldg","TPU803","2018-10-16","02:05:55","UTC","","LIM","JUL","-70.1744842529297","-15.4605102539062",""
"189","long_ldg","TAI520","2018-10-02","06:19:26","UTC","","SAL","LAX","-118.408584594727","33.9347076416016",""
"190","long_ldg","AVA9543","2018-10-20","17:34:22","UTC","","CTG","BOG","-74.1427764892578","4.70626831054688",""
